	Vineyard	Treatment	Replication	Time	Cluster weight (T0)	Berry weight(T0)	TSS (T0)	TA  (T0)	Firmness  (T0)	Multiplex (FER_RG)  (T0)	Multiplex (Ferrari)  (T0)	Rachis Index  (T0)	Cracking index  (T0)	Shattering(%) (T0)	Acceptance  (T0)	Cluster weight	Berry weight	TSS	TA	Firmness	Multiplex (FER_RG)	Multiplex (Ferrari)	Weightloss (%)	Rachis Index	Bleaching index 	Cracking index	Shatter	Shattering(%)	Decay	Decay (%)	Shriveling 	Acceptance	Vineyard_Number_of_measures	Vineyard_index	Vineyard_Std_index	Vineyard_Incidence	Vineyard_Std_Incidence	new_time	disruption_length	disruption_temperature	treatment	mapped_period	Temperature_dday	kPa
872	B	3	3	IV	691.6	7.57	21.1	0.402	3.9643548	4.679	0.4836	0.0	1	0.0	5.0	667.48	7.465	21.0	0.444	1.8623233999999997	4.34	0.6181	3.613591418469468	1.0	1	1	5	0.7490861149397734	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
873	B	3	4	IV	572.18	8.995	19.5	0.364	3.9508994	3.692	0.2396	0.0	1	0.1747701772169597	5.0	564.45	12.885	19.8	0.309	2.3699437999999997	4.592	0.4664	1.3694747098945705	1.0	3	3	1	0.1771636105943839	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
874	B	3	5	IV	657.24	12.365	19.4	0.382	4.037609799999999	4.421	0.3397	0.0	1	0.0	5.0	645.03	8.675	20.0	0.379	4.3416939999999995	3.9	0.3151	1.892935212315712	0.9	2	2	1	0.15503154892020526	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
875	B	3	6	IV	630.79	10.365	18.0	0.376	2.4762738	5.666	0.4294	0.0	1	0.0	5.0	622.05	10.015	19.3	0.333	3.451315	3.989	0.3144	1.4050317498593377	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
876	B	3	7	IV	669.14	8.965	18.7	0.43	5.0676878	5.317	0.6422	0.0	1	0.0	5.0	656.78	11.065	20.5	0.378	2.221219	3.525	0.3038	1.8819087061116377	0.9	3	3	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
877	B	3	8	IV	600.28	7.895	19.9	0.424	4.788574	3.804	0.4089	0.0	1	0.0	5.0	586.97	7.28	20.1	0.433	2.0290802	3.996	0.4909	2.26757755933011	1.0	2	2	2	0.3407329165033988	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
878	B	3	9	IV	601.44	12.065	20.8	0.393	3.5010107999999995	3.443	0.3929	0.0	1	0.0	4.5	586.32	11.15	21.7	0.414	3.044615	4.836	0.5012	2.5787965616045847	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
879	B	3	10	IV	556.33	11.045	19.2	0.366	3.5013342	3.866	0.2543	0.0	1	0.0	5.0	541.68	11.8	19.4	0.381	4.106729199999999	4.326	0.2884	2.7045488111062053	1.0	2	2	1	0.1846108403485453	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	2.5	3	4	37.27025093094391	0.06607706961757924
880	A	4	1	IV	642.18	10.125	16.2	0.322	2.7426182	3.778	0.4	0.1	1	0.0	5.0	632.12	8.905	17.4	0.406	0.7756031999999999	3.153	0.4841	1.5914699740555502	0.9	2	2	1	0.1581978105423021	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
881	A	4	2	IV	551.81	6.875	18.0	0.322	3.9930982	2.785	0.3854	0.1	2	0.0	5.0	544.77	8.325	16.5	0.391	0.5443296	3.062	0.3978	1.2922884887200037	0.8	2	2	0	0.0	2	3.0563357013051373	2	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
882	A	4	3	IV	542.7	10.98	17.7	0.363	1.055362	2.363	0.199	0.2	1	0.0	4.5	535.16	6.21	17.2	0.332	1.1200751999999998	4.118	0.7441	1.408924433814201	1.0	3	3	1	0.1868600044846401	3	3.4812018835488456	2	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
883	A	4	4	IV	559.41	6.865	18.3	0.316	5.3677932	3.143	0.4881	0.1	3	0.0	5.0	550.52	7.785	17.9	0.363	0.839328	3.523	0.592	1.6148368814938578	1.0	2	2	0	0.0	1	1.4141175615781443	2	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
884	A	4	5	IV	661.11	10.945	18.0	0.303	5.9070774	4.059	0.4254	0.1	1	0.15126075842144274	5.0	651.18	12.435	17.5	0.327	1.4779535999999998	5.616	0.7357	1.5249239841518574	0.8	3	2	1	0.1535673700052213	1	1.909610246014927	1	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
885	A	4	6	IV	597.65	9.435	17.1	0.336	1.5190784	3.289	0.3597	0.1	1	0.16732201121057477	5.0	585.24	9.25	18.1	0.378	0.8270928	2.98	0.3433	2.120497573644995	0.9	2	2	2	0.341740140796938	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
886	A	4	7	IV	576.95	6.865	17.2	0.419	3.420788	2.666	0.2428	0.1	3	0.0	4.5	571.89	6.1	17.4	0.364	0.5413007999999999	2.751	0.4283	0.8847855356799488	0.9	4	3	0	0.0	7	7.466470824808967	2	1	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
887	A	4	8	IV	586.83	9.485	16.7	0.34	2.652566	3.045	0.4086	0.1	1	0.0	5.0	575.98	9.37	17.4	0.361	0.6900864	5.308	0.6017	1.8837459634015108	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
888	A	4	9	IV	646.09	9.755	16.9	0.408	3.4469148	6.172	0.5798	0.1	1	0.15477719822315777	5.0	637.57	13.985	16.0	0.306	1.0848143999999997	2.37	0.1636	1.3363238546355665	1.0	2	2	1	0.1568455228445504	1	2.193484636981037	3	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
889	A	4	10	IV	675.75	8.105	17.4	0.346	1.9770716	3.472	0.4434	0.1	1	0.0	5.0	664.99	9.19	15.6	0.288	0.6684287999999999	4.003	0.5703	1.6180694446533017	0.9	3	3	1	0.15037820117595752	3	4.145927006421148	1	2	4	1.57	0.06	47	6.831300510639732	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
890	B	4	1	IV	586.12	7.965	20.4	0.363	3.6672776	5.793	0.4909	0.0	1	0.0	5.0	574.03	8.42	20.4	0.508	1.9376168	3.546	0.3784	2.106161698865918	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
891	B	4	2	IV	620.96	9.945	20.7	0.381	3.681027	4.491	0.3593	0.1	1	0.0	5.0	611.02	10.88	20.8	0.417	2.8679994	4.489	0.4659	1.6267879938463643	1.0	3	3	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
892	B	4	3	IV	653.62	7.945	20.3	0.364	3.1737202	4.074	0.3895	0.1	1	0.0	5.0	641.24	8.22	20.4	0.351	2.2644664	3.889	0.5249	1.9306343958580243	0.9	1	1	0	0.0	1	1.2818913355373964	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
893	B	4	4	IV	598.05	11.29	21.0	0.472	1.6860802	4.104	0.5035	0.1	1	0.0	5.0	591.8	10.49	19.9	0.354	2.2926316	4.128	0.4523	1.0561000337952011	1.0	4	4	0	0.0	0	0.0	1	1	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
894	B	4	5	IV	614.97	8.795	20.2	0.415	4.0108852	3.461	0.3983	0.0	1	0.1626095581898304	5.0	608.31	9.48	20.1	0.436	3.5047642	3.187	0.4811	1.0948365142772734	0.8	3	3	2	0.32877973401719524	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
895	B	4	6	IV	619.43	12.91	18.8	0.409	2.8183134	3.759	0.4759	0.0	1	0.0	5.0	610.63	9.74	21.2	0.393	3.1702117999999997	4.556	0.3513	1.4411345659400872	0.9	2	2	0	0.0	1	1.5950739400291503	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
896	B	4	7	IV	653.82	8.765	18.2	0.427	2.3609376	4.591	0.3579	0.0	1	0.0	5.0	640.3	8.41	19.5	0.36	2.1029525999999996	3.261	0.3634	2.1115102295798995	0.9	3	3	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
897	B	4	8	IV	630.26	9.395	20.3	0.402	4.1969676	3.08	0.3508	0.0	2	0.0	5.0	620.77	10.73	20.1	0.28	2.6754784	3.588	0.587	1.5287465566957181	1.0	2	2	0	0.0	1	1.728498477697054	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
898	B	4	9	IV	509.54	10.685	20.5	0.373	5.7137822	4.915	0.5389	0.0	1	0.0	5.0	503.78	10.305	21.2	0.327	2.164722	4.225	0.7065	1.1433562269244608	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
899	B	4	10	IV	587.3	5.67	22.5	0.435	3.8943239999999997	3.523	0.4982	0.0	1	0.3405414609228674	5.0	582.86	5.72	20.3	0.373	1.9455254	3.764	0.5008	0.7617609717599322	0.8	3	3	3	0.5147033592972583	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	2	2.5	4	4	55.42337593094391	0.06607706961757924
900	A	5	1	IV	527.26	5.26	18.9	0.53	2.6666192	4.988	0.7524	0.1	1	0.0	5.0	520.84	5.975	17.4	0.477	0.6106128	3.379	0.7515	1.2326242224099453	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
901	A	5	2	IV	682.56	8.595	18.9	0.409	1.8664981999999999	2.623	0.2552	0.1	2	0.0	5.0	669.77	10.545	17.5	0.427	0.49145759999999994	3.328	0.4101	1.9096107619033347	0.9	2	1	1	0.14930498529345895	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
902	A	5	3	IV	619.38	8.865	18.8	0.439	4.6036284	5.643	0.6075	0.1	2	0.0	5.0	609.01	9.465	17.5	0.448	1.4553791999999999	5.649	0.6483	1.7027635014203388	0.9	2	1	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
903	A	5	4	IV	689.59	8.65	17.4	0.46	2.7723514	3.233	0.5581	0.1	1	0.0	5.0	675.98	6.785	16.4	0.443	0.8291232	3.487	0.5485	2.0133731767212066	1.0	4	4	0	0.0	3	3.01118376283322	2	1	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
904	A	5	5	IV	513.66	8.32	16.8	0.465	4.1481734	3.27	0.3724	0.1	1	0.0	5.0	506.75	7.92	16.5	0.396	0.7141679999999999	3.525	0.5602	1.3635915145535211	0.8	3	3	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
905	A	5	6	IV	519.38	10.52	16.4	0.438	1.9984845999999998	4.28	0.4905	0.1	1	0.0	5.0	513.74	9.22	16.3	0.42	0.6507455999999999	5.116	0.608	1.09783158796278	0.8	2	2	4	0.7786039630941721	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
906	A	5	7	IV	505.3	12.435	17.2	0.443	3.5455125999999995	4.785	0.5895	0.1	1	0.0	5.0	496.87	8.875	18.3	0.364	1.3222416	4.461	0.484	1.6966208464990855	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
907	A	5	8	IV	663.43	11.5	15.1	0.417	2.3630838	2.771	0.18	0.1	1	0.0	5.0	652.61	13.13	15.8	0.354	1.3100111999999997	3.447	0.4037	1.6579580453869747	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
908	A	5	9	IV	646.37	9.065	17.6	0.427	3.9041632	5.081	0.5715	0.1	1	0.0	5.0	635.09	8.61	17.3	0.364	0.9630911999999999	4.504	0.6937	1.7761262183312556	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
909	A	5	10	IV	516.01	7.97	18.0	0.487	1.7570616	3.563	0.4223	0.1	1	0.0	5.0	506.42	7.14	18.5	0.417	0.48931199999999997	4.387	0.5643	1.8936850835275016	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
910	B	5	1	IV	664.05	10.26	21.0	0.472	4.6864776	3.298	0.1834	0.0	1	0.0	5.0	656.4	11.01	19.8	0.357	2.2377613999999997	3.789	0.4241	1.165447897623397	0.9	4	4	1	0.15234613040828762	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
911	B	5	2	IV	604.6	7.255	20.7	0.42	4.9318696	5.563	0.4922	0.0	1	0.0	5.0	592.59	6.86	20.6	0.346	2.3469922	3.906	0.3216	2.026696366796603	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
912	B	5	3	IV	672.23	9.39	19.3	0.435	5.398320200000001	3.875	0.3263	0.1	1	0.0	5.0	651.07	9.27	19.1	0.337	2.0934074	3.594	0.3795	3.2500345584960093	1.0	2	2	1	0.15359331561890427	3	4.271430107361727	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
913	B	5	4	IV	663.32	10.745	21.4	0.385	4.4784236	3.512	0.3557	0.0	1	0.0	5.0	647.25	10.48	20.9	0.324	2.3309398	4.13	0.283	2.482811896485137	0.9	1	1	2	0.3089996137504828	1	1.61915797605253	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
914	B	5	5	IV	629.0	7.475	22.4	0.438	4.6950428	5.015	0.3829	0.0	1	0.0	5.0	617.32	7.63	22.7	0.355	1.5687545999999999	5.332	0.4875	1.8920495043089403	1.0	1	1	1	0.16199053975247843	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
915	B	5	6	IV	630.4	14.18	19.6	0.404	1.5683429999999998	2.329	0.0794	0.0	1	0.0	5.0	617.27	12.215	19.8	0.396	3.0212125999999997	2.744	0.0962	2.127108072642441	0.9	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
916	B	5	7	IV	644.1	7.29	23.3	0.426	3.8894436	3.875	0.4651	0.0	1	0.0	5.0	630.63	8.705	22.0	0.436	1.5165989999999998	4.024	0.4287	2.135959278816426	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
917	B	5	8	IV	599.46	9.495	20.6	0.349	4.5863902	3.827	0.3354	0.0	1	0.0	5.0	588.11	9.785	19.2	0.261	2.3126726	5.532	0.5147	1.9299110710581393	0.8	2	2	1	0.17003621771437316	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
918	B	5	9	IV	606.24	10.315	20.3	0.419	4.8852117999999995	3.743	0.372	0.0	1	0.0	5.0	589.69	9.865	20.1	0.286	2.8196364000000003	3.876	0.2505	2.806559378656574	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
919	B	5	10	IV	605.92	10.355	20.3	0.346	3.426962	4.155	0.2185	0.0	1	0.0	5.0	594.46	7.3	21.7	0.31	2.3501673999999997	4.629	0.366	1.9278000201863745	1.0	2	2	1	0.168219897049423	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	3	2.5	5	4	71.82545926427726	0.06607706961757924
920	A	6	1	IV	512.98	7.45	17.7	0.544	4.040001	4.197	0.3494	0.1	1	0.0	5.0	497.29	8.07	18.8	0.382	1.1899392	6.886	0.7705	3.155100645498602	1.0	2	1	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
921	A	6	2	IV	481.45	10.195	15.4	0.4	5.4151370000000005	3.217	0.4693	0.1	1	0.0	5.0	468.57	8.44	16.8	0.376	0.8644223999999999	6.471	0.6083	2.748788868258744	1.0	2	1	0	0.0	1	1.8012250037347675	1	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
922	A	6	3	IV	456.58	6.88	18.2	0.462	2.8324254	5.086	0.4505	0.1	2	0.0	5.0	431.76	8.265	18.9	0.368	0.7678655999999999	2.723	0.6647	5.7485640170465055	1.0	3	3	0	0.0	34	65.08476931628682	1	1	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
923	A	6	4	IV	524.26	10.505	17.2	0.413	2.3795281999999998	4.478	0.4088	0.1	1	0.0	5.0	508.19	10.215	17.8	0.355	1.3935216	4.748	0.5534	3.1622031130089128	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
924	A	6	5	IV	617.22	11.215	17.4	0.39	3.69068	2.903	0.2444	0.1	1	0.0	5.0	588.71	10.22	17.4	0.368	0.9317615999999999	2.881	0.3578	4.842791866963358	1.0	3	3	1	0.1698629206230572	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
925	A	6	6	IV	493.35	6.925	17.6	0.482	2.5483528	4.075	0.4137	0.1	1	0.0	5.0	483.12	7.315	17.3	0.366	0.6135791999999999	3.483	0.3467	2.117486338797818	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
926	A	6	7	IV	464.45	9.465	17.7	0.463	4.0833856	5.524	0.7557	0.1	1	0.0	5.0	451.92	7.105	19.8	0.348	0.4738032	5.48	0.8606	2.772614622056995	1.0	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
927	A	6	8	IV	459.28	7.645	18.2	0.523	2.7955578	3.213	0.2453	0.1	1	0.0	5.0	443.24	7.15	18.1	0.355	0.9057504	3.884	0.359	3.618806966880237	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
928	A	6	9	IV	613.61	9.655	18.1	0.375	4.614937599999999	4.281	0.3188	0.1	1	0.0	5.0	596.16	10.2	16.4	0.301	0.9605615999999999	4.433	0.4912	2.927066559312944	1.0	3	3	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
929	A	6	10	IV	446.09	8.015	16.8	0.538	1.1395538	2.76	0.3993	0.2	1	0.0	5.0	426.0	9.845	17.7	0.345	1.1351183999999999	4.253	0.5928	4.715962441314548	1.0	2	2	0	0.0	1	2.3110328638497655	2	2	4	1.57	0.06	47	6.831300510639732	4	1	5	6	4	52.48170926427725	0.06607706961757924
930	B	6	1	IV	697.33	11.48	18.7	0.414	3.4111448	3.188	0.2101	0.0	1	0.14340412717077997	5.0	687.8	10.885	17.1	0.4	3.2478964	2.558	0.1174	1.385577202675209	1.0	3	3	1	0.14539110206455366	1	1.5825821459726663	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
931	B	6	2	IV	473.26	9.19	20.7	0.404	3.6119762	3.196	0.1977	0.0	1	0.0	5.0	466.43	9.075	20.0	0.266	2.6379542	3.425	0.2392	1.4643140449799508	1.0	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
932	B	6	3	IV	532.85	8.825	21.3	0.378	5.048862000000001	5.406	0.4703	0.1	1	0.0	5.0	518.71	9.635	19.4	0.4	3.093664	4.341	0.3895	2.7259933296061356	1.0	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
933	B	6	4	IV	618.27	9.05	22.6	0.43	2.6603765999999998	5.835	0.3518	0.1	1	0.0	5.0	605.86	8.945	20.5	0.456	2.5736662000000003	6.279	0.4888	2.0483279965668584	1.0	2	1	0	0.0	1	1.4764136929323606	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
934	B	6	5	IV	642.79	12.2	20.3	0.351	3.9291237999999997	3.508	0.177	0.0	1	0.0	5.0	631.79	12.91	19.3	0.299	4.2150584	3.128	0.2232	1.7410848541445736	0.9	3	3	2	0.31656088257174064	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
935	B	6	6	IV	672.3	7.81	20.5	0.424	4.4881256	3.564	0.2716	0.0	1	0.0	5.0	662.6	8.87	19.4	0.368	2.5532822	3.991	0.288	1.463929972834279	0.8	2	2	1	0.15092061575611226	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
936	B	6	7	IV	593.63	10.315	20.1	0.379	3.7977254	3.262	0.2986	0.0	1	0.0	5.0	580.2	7.64	20.6	0.385	2.2128106	4.225	0.3326	2.3147190623922698	0.9	2	2	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
937	B	6	8	IV	589.29	7.48	22.2	0.379	3.2896346000000003	3.914	0.5088	0.1	1	0.0	5.0	573.72	8.165	21.0	0.349	1.4172466	4.065	0.6745	2.713867391759035	1.0	1	1	1	0.17430105277835878	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
938	B	6	9	IV	539.96	8.71	21.8	0.39	3.8645907999999998	3.949	0.4269	0.0	1	0.0	5.0	527.01	9.23	20.1	0.337	3.1055416	4.253	0.3851	2.4572588755431672	1.0	3	3	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
939	B	6	10	IV	642.33	7.805	21.2	0.393	4.0111007999999995	3.597	0.3358	0.1	1	0.1556832157925054	5.0	631.55	7.83	20.2	0.327	2.5814768	3.581	0.4118	1.7069115667801578	0.9	2	2	6	0.9500435436624179	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	4	1	5	6	4	52.48170926427725	0.06607706961757924
940	A	7	1	IV	673.75	7.59	19.1	0.507	2.5144742	2.732	0.2816	0.1	1	0.0	5.0	667.89	8.455	17.8	0.297	0.5381904	2.25	0.2365	0.877389989369509	0.8	3	3	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
941	A	7	2	IV	666.6	11.43	17.5	0.364	5.609961	5.385	0.409	0.1	1	0.0	5.0	660.34	12.005	16.5	0.26	0.45898559999999994	4.716	0.4137	0.9479964866583868	0.8	3	3	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
942	A	7	3	IV	646.17	8.88	18.9	0.4	6.3082404	4.634	0.5108	0.1	1	0.0	5.0	640.68	7.485	18.1	0.391	0.7445664	7.153	0.8068	0.8569020415808217	0.8	2	2	1	0.15608416057938443	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
943	A	7	4	IV	622.68	8.97	18.1	0.339	3.3475525999999998	2.837	0.5217	0.2	2	0.0	4.5	616.48	9.735	16.0	0.277	1.698864	3.158	0.5267	1.0057098364910348	0.8	3	3	1	0.16221126395016872	6	9.474759927329353	1	1	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
944	A	7	5	IV	636.36	10.245	17.1	0.42	1.8835207999999999	5.936	0.5231	0.1	1	0.15714375510717205	5.0	629.76	9.85	16.0	0.408	0.7581359999999999	4.453	0.5636	1.0480182926829305	0.8	3	3	2	0.3175813008130081	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
945	A	7	6	IV	665.75	10.81	17.7	0.385	4.1930084	3.451	0.2461	0.1	1	0.0	5.0	659.53	10.94	18.6	0.264	1.1547359999999998	2.824	0.4902	0.94309584097767	0.9	2	2	0	0.0	1	1.6587569936166664	1	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
946	A	7	7	IV	437.85	7.77	17.2	0.469	3.1083247999999997	5.442	0.8437	0.1	1	0.0	5.0	431.22	7.86	19.1	0.36	0.6462719999999998	5.488	0.6317	1.5374982607485728	0.9	2	2	0	0.0	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
947	A	7	8	IV	444.36	9.16	18.9	0.345	4.6946508	5.834	0.8927	0.1	1	0.0	5.0	434.8	6.07	17.0	0.402	1.0685711999999998	4.412	1.002	2.1987120515179397	0.9	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
948	A	7	9	IV	557.59	10.86	16.8	0.413	3.2255523999999998	4.905	0.4558	0.1	2	0.0	5.0	551.62	8.83	17.8	0.39	1.4421984	3.773	0.4617	1.082266777854325	0.9	3	3	0	0.0	6	9.604437837641855	2	1	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
949	A	7	10	IV	617.86	10.28	18.1	0.373	4.9610148	4.713	0.4606	0.1	1	0.0	5.0	609.04	9.725	17.5	0.262	0.9757199999999999	4.506	0.8073	1.4481807434651337	1.0	2	2	0	0.0	0	0.0	2	2	4	1.57	0.06	47	6.831300510639732	4	2	5	7	4	83.73691759761059	0.06607706961757924
