	Vineyard	Treatment	Replication	Time	Cluster weight (T0)	Berry weight(T0)	TSS (T0)	TA  (T0)	Firmness  (T0)	Multiplex (FER_RG)  (T0)	Multiplex (Ferrari)  (T0)	Rachis Index  (T0)	Cracking index  (T0)	Shattering(%) (T0)	Acceptance  (T0)	Cluster weight	Berry weight	TSS	TA	Firmness	Multiplex (FER_RG)	Multiplex (Ferrari)	Weightloss (%)	Rachis Index	Bleaching index 	Cracking index	Shatter	Shattering(%)	Decay	Decay (%)	Shriveling 	Acceptance	Vineyard_Number_of_measures	Vineyard_index	Vineyard_Std_index	Vineyard_Incidence	Vineyard_Std_Incidence	new_time	disruption_length	disruption_temperature	treatment	mapped_period	Temperature_dday	kPa
300	A	3	1	II	689.05	8.12	17.7	0.299	4.0185292	4.941	0.6099	0.1	1	0.14512734924896598	5.0	679.95	6.53	18.1	0.575	3.0855300000000003	3.813	0.4794	1.320658878165577	0.6	2	2	2	0.29413927494668723	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
301	A	3	2	II	688.8	7.24	16.2	0.332	2.1677109999999997	2.887	0.0533	0.1	1	0.0	5.0	675.38	7.735	15.8	0.532	2.0339606	2.073	0.2989	1.9483159117305402	0.6	3	2	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
302	A	3	3	II	535.76	9.79	18.2	0.406	4.059845999999999	2.664	0.1141	0.1	1	0.0	5.0	526.01	11.05	17.2	0.502	2.7381102	2.954	0.3136	1.819844706585038	0.7	3	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
303	A	3	4	II	560.32	9.16	16.5	0.313	3.1055318	5.293	0.5226	0.1	1	0.1784694460308395	5.0	549.85	6.29	16.3	0.486	1.6435482	2.945	0.3632	1.8685750999428943	0.7	3	3	1	0.181867782122397	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
304	A	3	5	II	653.97	9.05	16.8	0.339	3.9469892	3.163	0.4587	0.1	1	0.0	5.0	644.65	10.885	17.2	0.492	2.8742322	3.108	0.4737	1.4251418260776563	0.7	3	4	0	0.0	11	18.573644613356084	1	2	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
305	A	3	6	II	653.61	7.73	15.8	0.307	1.1223547999999999	2.144	0.3471	0.1	1	0.15299643518306025	5.0	643.27	9.22	13.7	0.556	2.4536848	2.677	0.4621	1.5819831397928479	0.5	3	4	1	0.15545571843860279	6	8.599810344023506	1	2	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
306	A	3	7	II	681.13	9.08	18.0	0.301	3.7754402000000002	3.769	0.2797	0.1	1	0.0	5.0	670.28	9.33	17.5	0.49	2.5903653999999996	4.26	0.5134	1.5929411419259205	0.8	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
307	A	3	8	II	658.22	11.81	17.6	0.267	3.8477837999999998	2.149	0.029	0.1	1	0.0	5.0	646.06	10.81	18.1	0.534	2.225237	3.167	0.3863	1.8474066421561304	0.8	3	2	1	0.15478438535120578	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
308	A	3	9	II	666.39	9.105	18.3	0.378	3.0114615999999996	4.369	0.9097	0.1	1	0.0	5.0	656.15	7.865	17.1	0.564	2.4304196	3.902	0.7503	1.53663770464743	0.5	2	1	1	0.15240417587441898	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
309	A	3	10	II	619.28	9.795	15.6	0.315	5.0290856	2.893	0.4544	0.1	2	0.0	5.0	609.84	8.94	17.4	0.495	1.8379116	2.724	0.3314	1.524350859062127	0.6	3	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
310	B	3	1	II	432.77	10.565	19.8	0.408	3.8256357999999997	4.708	0.3654	0.0	1	0.0	5.0	426.59	9.15	20.5	0.436	1.9000779	4.475	0.4052	1.448697812888255	0.6	1	1	1	0.2344171218265782	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
311	B	3	2	II	625.46	9.79	20.0	0.389	4.3640478	4.104	0.2669	0.1	1	0.0	5.0	616.19	10.955	19.7	0.421	2.2583267	4.003	0.2931	1.5044061085054903	0.7	2	2	2	0.32457521219104496	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
312	B	3	3	II	477.81	8.84	18.8	0.36	2.6742436	4.192	0.4284	0.0	1	0.0	5.0	463.85	9.045	19.3	0.403	2.454116	4.291	0.4474	3.009593618626707	0.8	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
313	B	3	4	II	657.63	8.825	19.5	0.411	2.8150793999999997	3.707	0.519	0.0	1	0.0	5.0	639.49	6.935	19.1	0.433	2.3353351	4.084	0.4349	2.836635443869331	0.8	1	1	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
314	B	3	5	II	462.08	8.27	19.3	0.429	3.9835334	3.67	0.419	0.0	1	0.0	5.0	447.82	8.17	19.1	0.379	2.8828709	3.807	0.3269	3.1843151266133694	0.9	2	1	2	0.44660801214773793	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
315	B	3	6	II	636.42	9.67	20.0	0.396	4.9452368	2.588	0.3371	0.1	1	0.1571289400081707	5.0	629.34	10.29	21.2	0.382	1.8062135	4.157	0.4059	1.124988082753349	0.7	2	1	2	0.3177932437156386	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
316	B	3	7	II	586.85	8.405	20.0	0.391	3.5500108	3.204	0.2588	0.1	1	0.0	5.0	577.33	6.81	20.6	0.403	1.80467	3.479	0.1951	1.648970259643528	0.7	2	1	1	0.1732111617272617	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
317	B	3	8	II	673.03	9.675	20.0	0.441	2.9657446	4.021	0.5735	0.1	1	0.0	5.0	663.31	10.245	21.2	0.328	1.8384456999999998	3.223	0.3848	1.4653781791319334	0.8	2	3	1	0.15075907192715324	1	1.5445266918936849	1	2	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
318	B	3	9	II	598.14	11.96	18.0	0.344	2.4795078	4.803	0.3867	0.0	1	0.0	5.0	587.94	11.035	20.6	0.38	2.510074	4.513	0.4333	1.734870905194396	0.7	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
319	B	3	10	II	551.17	8.88	19.4	0.368	1.1766565999999998	4.895	0.5351	0.1	1	0.18143222599198072	5.0	540.8	8.03	21.4	0.41	3.0983729	3.656	0.45	1.9175295857988175	0.9	2	2	1	0.1849112426035503	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	1	2.5	3	2	21.578125000000014	0.1010972456481369
320	A	4	1	II	654.16	9.71	15.7	0.324	3.109589	5.704	0.5439	0.0	1	0.0	5.0	646.98	8.8	16.8	0.49	2.9013782000000004	3.876	0.8197	1.0975908034731487	0.8	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
321	A	4	2	II	659.35	9.85	17.1	0.305	1.2246374	3.036	0.2166	0.1	1	0.0	5.0	651.78	9.09	18.9	0.435	1.9715247999999999	3.506	0.2624	1.1481004019109806	0.7	2	3	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
322	A	4	3	II	636.75	7.33	17.0	0.336	4.9142002	2.975	0.5321	0.1	3	0.0	5.0	628.37	9.0	17.5	0.477	2.6392282000000002	2.934	0.2669	1.3160581075775415	0.8	2	2	0	0.0	6	8.593662969269698	1	2	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
323	A	4	4	II	606.3	10.33	15.3	0.336	2.3454242	5.333	0.4873	0.1	1	0.0	5.0	601.45	8.095	15.5	0.576	1.7045728	6.321	0.5038	0.7999340260596914	0.5	2	2	1	0.1662648599218555	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
324	A	4	5	II	650.31	6.3	17.7	0.342	4.4099314	2.506	0.1734	0.1	1	0.0	5.0	646.04	7.79	17.2	0.459	2.3980502	3.251	0.3382	0.6566099244975446	0.6	2	2	2	0.3095783542814686	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
325	A	4	6	II	582.83	9.21	16.7	0.373	1.8520530000000002	2.248	0.1659	0.1	1	0.0	5.0	576.97	8.32	16.8	0.487	2.5605146	3.046	0.5666	1.0054389787759748	0.6	2	2	0	0.0	1	1.4420160493613186	1	3	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
326	A	4	7	II	625.26	13.02	15.8	0.33	3.2644584	3.934	0.3837	0.1	1	0.15993346767744618	5.0	617.86	13.105	14.4	0.465	3.1833242	3.82	0.4042	1.183507660813098	0.5	2	2	0	0.0	0	0.0	1	4	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
327	A	4	8	II	491.07	9.78	15.7	0.313	3.6928164	6.921	0.5875	0.1	1	0.0	4.5	485.39	9.635	16.3	0.45	2.144828	4.931	0.6081	1.1566579102775585	0.7	1	2	0	0.0	1	1.985001751169163	1	3	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
328	A	4	9	II	661.2	12.11	16.2	0.325	2.8907452	2.058	0.137	0.1	1	0.0	5.0	655.2	13.105	15.8	0.46	2.7893054	3.438	0.4839	0.9074410163339381	0.7	2	2	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
329	A	4	10	II	650.29	8.26	17.4	0.299	1.221668	2.697	0.2682	0.1	1	0.0	5.0	643.58	8.6	17.9	0.492	2.6074173999999997	3.292	0.3784	1.0318473296529123	0.9	3	4	0	0.0	5	6.681376052705179	1	1	4	1.57	0.06	47	6.831300510639732	2	2	2.5	4	2	39.73125	0.1010972456481369
330	B	4	1	II	528.75	6.02	21.0	0.499	4.014854199999999	3.315	0.2034	0.1	1	0.18912529550827423	5.0	522.3	6.045	22.7	0.406	1.9000779	3.711	0.3592	1.2349224583572749	0.8	1	1	5	0.9573042312847023	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
331	B	4	2	II	534.46	8.005	21.5	0.394	2.8734775999999997	3.762	0.9623	0.0	1	0.0	5.0	527.29	7.945	21.7	0.412	2.2583267	4.332	0.8545	1.3597830415900307	0.7	1	1	1	0.18964895977545565	1	1.5067609854159951	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
332	B	4	3	II	531.78	11.41	20.2	0.37	3.6541652	5.691	0.9108	0.1	1	0.0	5.0	523.05	10.58	21.1	0.415	2.454116	5.681	0.8398	1.6690564955549219	0.7	1	2	2	0.38237262212025624	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
333	B	4	4	II	656.23	9.46	20.5	0.339	4.2566201999999995	4.606	0.4333	0.1	1	0.0	5.0	645.83	8.62	21.8	0.37	2.3353351	4.913	0.4993	1.610330892030407	0.6	1	1	4	0.6193580353963117	1	1.3347165662790517	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
334	B	4	5	II	640.97	9.935	20.3	0.381	4.0456948	5.226	0.5015	0.0	1	0.0	5.0	630.96	11.805	20.4	0.338	2.8828709	4.595	0.4107	1.5864714086471394	0.8	1	2	2	0.31697730442500316	1	1.870958539368581	1	2	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
335	B	4	6	II	544.24	6.68	21.3	0.373	3.9927551999999995	3.346	0.2808	0.0	1	0.0	5.0	536.21	8.49	21.4	0.385	1.8062135	4.164	0.5526	1.497547602618372	0.8	1	1	3	0.5594822923854459	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
336	B	4	7	II	534.41	8.0	21.3	0.451	2.7895896	5.364	0.6761	0.0	2	0.0	5.0	527.55	7.425	24.3	0.469	1.80467	4.199	0.7502	1.300350677660888	0.7	1	1	0	0.0	1	1.4074495308501564	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
337	B	4	8	II	672.48	9.705	19.9	0.408	3.8317314	4.276	0.4329	0.1	1	0.0	5.0	664.05	8.075	20.4	0.356	1.8384456999999998	4.152	0.3952	1.269482719674733	0.6	1	2	1	0.150591069949552	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
338	B	4	9	II	668.65	7.57	21.0	0.385	5.4109524	3.944	0.424	0.0	1	0.0	5.0	661.53	7.75	21.0	0.364	2.510074	4.446	0.5757	1.076292836303721	0.7	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
339	B	4	10	II	607.42	9.43	21.1	0.409	4.6094496	4.555	0.4755	0.1	1	0.0	5.0	602.91	10.585	20.7	0.499	3.0983729	4.116	0.3325	0.7480386790731604	0.7	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	2	2.5	4	2	39.73125	0.1010972456481369
340	A	5	1	II	515.1	7.9	19.2	0.421	2.89051	4.261	0.4781	0.1	1	0.0	5.0	509.22	9.96	17.3	0.49	2.9584926	3.656	0.6119	1.141525917297611	0.7	3	4	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
341	A	5	2	II	666.12	10.595	17.0	0.391	3.3511002	6.762	0.5753	0.1	1	0.0	5.0	659.82	9.895	17.1	0.514	2.0689956	4.912	0.4888	0.9457755359394635	0.6	3	2	0	0.0	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
342	A	5	3	II	663.84	6.77	19.3	0.432	1.4956563999999999	4.883	0.684	0.1	2	0.15063870812243915	5.0	661.42	5.785	20.0	0.528	3.1158316	3.578	0.7713	0.36454567365631363	0.8	1	1	5	0.7559493211575097	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
343	A	5	4	II	572.51	8.35	17.6	0.42	1.5987916	3.704	0.448	0.1	1	0.0	5.0	564.95	7.045	16.8	0.513	1.674918	3.3	0.5243	1.320500951948428	0.7	2	2	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
344	A	5	5	II	609.33	5.48	18.9	0.426	3.8499006	2.34	0.1445	0.1	1	0.0	5.0	601.22	8.815	17.1	0.504	3.4316071999999997	2.791	0.3343	1.330970081893229	0.8	2	3	0	0.0	2	2.932370845946575	1	2	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
345	A	5	6	II	685.66	6.295	18.2	0.402	2.144534	2.924	0.1525	0.1	1	0.0	5.0	677.27	7.4	17.1	0.471	1.7841978	3.33	0.3976	1.2236385380509271	0.6	3	2	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
346	A	5	7	II	629.41	9.14	17.2	0.435	3.9892174	5.055	0.9287	0.1	1	0.0	5.0	621.37	7.455	18.5	0.482	2.3650732	2.785	0.6675	1.2773867590282906	0.8	2	2	0	0.0	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
347	A	5	8	II	563.83	8.465	17.1	0.486	4.0341308	3.831	0.4106	0.1	2	0.0	5.0	556.71	8.575	17.8	0.55	3.039813	4.29	0.519	1.2627919763049154	0.6	2	2	0	0.0	0	0.0	2	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
348	A	5	9	II	541.83	9.755	18.3	0.432	0.6590989999999999	4.207	0.43	0.1	1	0.0	5.0	533.71	8.32	18.9	0.486	2.5745286	5.212	0.6862	1.4986250299909571	0.8	3	3	1	0.18736767158194526	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
349	A	5	10	II	680.14	13.78	16.8	0.404	3.6866423999999998	3.342	0.395	0.1	2	0.0	5.0	672.27	8.665	16.5	0.573	1.4348571999999997	3.11	0.318	1.1571147116770084	0.8	3	2	0	0.0	2	2.5778333110208695	1	3	4	1.57	0.06	47	6.831300510639732	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
350	B	5	1	II	612.89	14.075	19.9	0.329	4.3906254	2.929	0.2254	0.1	1	0.0	5.0	607.63	12.295	19.9	0.383	3.2423594	4.192	0.3222	0.8656583776311227	0.7	2	2	1	0.16457383605154452	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
351	B	5	2	II	616.85	12.57	19.8	0.363	3.6286949999999996	4.024	0.3316	0.1	1	0.0	5.0	608.97	12.17	19.7	0.406	2.7968563	4.283	0.2917	1.2939882095998154	0.6	1	1	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
352	B	5	3	II	640.27	8.815	21.5	0.348	4.0435191999999995	4.27	0.41	0.0	1	0.0	5.0	628.08	8.12	22.1	0.366	1.9849459	4.779	0.4372	1.9408355623487357	0.5	2	2	2	0.3184307731499172	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
353	B	5	4	II	519.31	8.315	20.9	0.396	2.7368949999999996	3.719	0.4323	0.0	1	0.0	5.0	510.8	9.755	20.5	0.366	3.0718344999999996	3.651	0.2402	1.6660140955364005	0.8	2	1	1	0.19577133907595928	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
354	B	5	5	II	631.44	9.53	21.0	0.366	2.9894606	4.004	0.2288	0.1	1	0.0	5.0	618.82	10.765	19.7	0.379	3.0761661	3.935	0.268	2.0393652435280054	0.8	3	1	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
355	B	5	6	II	593.82	10.585	21.9	0.37	3.0822568	3.537	0.2623	0.0	1	0.0	5.0	585.28	9.31	21.1	0.331	3.3821613	4.434	0.2125	1.4591306724986464	0.7	2	2	3	0.5125751776927282	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
356	B	5	7	II	623.61	7.95	22.0	0.417	2.1550591999999997	4.116	0.2464	0.1	1	0.0	5.0	617.34	8.06	21.1	0.382	2.2116983	4.649	0.5137	1.0156477791816472	0.7	1	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
357	B	5	8	II	667.49	8.12	21.5	0.361	2.0809026	4.784	0.4896	0.0	1	0.0	5.0	656.73	9.57	20.8	0.385	2.9765589	4.231	0.2239	1.6384206599363498	0.7	2	1	0	0.0	1	1.4572198620437622	1	3	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
358	B	5	9	II	508.31	10.515	21.8	0.381	2.9040732	4.381	0.4247	0.0	1	0.39346068344120716	5.0	499.09	8.815	20.6	0.364	2.2488354	4.029	0.2381	1.847362199202554	0.9	2	1	4	0.801458654751648	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
359	B	5	10	II	415.25	10.145	22.9	0.381	3.148544	4.62	0.3599	0.0	1	0.0	5.0	409.67	9.96	21.7	0.37	2.531144	3.877	0.5744	1.3620719115385516	0.9	1	1	2	0.4881978177557546	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	3	2.5	5	2	56.13333333333335	0.1010972456481369
360	A	6	1	II	489.79	8.995	17.6	0.385	2.5753615999999995	3.548	0.5499	0.2	1	0.0	4.5	477.49	10.335	17.3	0.436	3.6323111999999997	3.148	0.9477	2.5112803446375	1.0	2	2	0	0.0	1	2.164443234413286	1	2	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
361	A	6	2	II	600.0	9.1	18.2	0.394	3.8062416	4.148	0.3955	0.1	2	0.0	1.0	589.36	8.445	18.0	0.487	3.5601439999999998	3.134	0.3974	1.773333333333331	0.8	2	2	1	0.1696755802904846	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
362	A	6	3	II	635.8	7.68	18.5	0.366	2.3493638	3.638	0.5691	0.2	2	0.0	5.0	623.29	6.97	18.5	0.436	2.3676212	3.796	0.677	1.9675998741742675	0.9	1	1	2	0.3208779219945772	2	2.236519116302203	2	3	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
363	A	6	4	II	695.43	8.04	17.2	0.433	3.2251898	4.017	0.5867	0.1	1	0.0	5.0	679.17	8.265	17.2	0.478	1.0773924	3.121	0.3532	2.338121737629954	0.9	2	4	0	0.0	1	1.2169265426918152	1	2	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
364	A	6	5	II	635.43	7.91	17.1	0.399	2.6959604	3.364	0.4325	0.1	1	0.0	5.0	625.28	10.175	17.5	0.39	3.033149	5.307	0.7904	1.5973435311521296	0.8	3	4	1	0.15992835209825998	0	0.0	1	2	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
365	A	6	6	II	575.51	10.67	17.7	0.441	2.332743	4.446	0.4338	0.1	1	0.17375892686486769	5.0	564.85	12.71	17.1	0.438	3.1380776	4.437	0.7656	1.852270160379484	0.8	2	3	1	0.177038151721696	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
366	A	6	7	II	493.27	12.715	18.4	0.327	4.3799728	5.626	0.6319	0.2	1	0.0	5.0	477.26	9.915	18.5	0.427	2.814413	5.121	0.7168	3.2456869462971576	0.8	3	4	0	0.0	1	2.0774839710011315	1	2	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
367	A	6	8	II	664.05	11.26	17.7	0.393	3.3453867999999995	5.53	0.6402	0.1	1	0.0	5.0	634.64	9.6	16.5	0.51	3.155355	5.321	0.6103	4.4288833672163195	0.8	2	2	1	0.15756964578343627	1	1.5126685995209883	1	3	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
368	A	6	9	II	577.02	9.905	16.5	0.376	4.2774256	4.402	0.4677	0.1	1	0.0	5.0	558.31	9.245	17.9	0.443	2.9536808	6.13	0.8209	3.242521922983612	0.7	2	1	0	0.0	1	1.6558900968995718	1	3	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
369	A	6	10	II	555.07	9.03	17.8	0.445	3.5575078	4.844	0.6531	0.1	1	0.0	5.0	539.81	10.13	17.4	0.507	3.1150868	3.709	0.5341	2.7492028032500593	0.9	3	1	1	0.1852503658694726	0	0.0	1	3	4	1.57	0.06	47	6.831300510639732	2	1	5	6	2	36.78958333333333	0.1010972456481369
370	B	6	1	II	609.31	12.09	20.0	0.351	3.1463389999999998	5.597	0.544	0.0	1	0.0	5.0	601.58	10.755	20.7	0.401	2.8170638999999995	5.095	0.3457	1.2849496326340477	0.8	2	2	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
371	B	6	2	II	642.85	10.885	19.3	0.358	5.1145416	2.747	0.2382	0.1	1	0.15555728396982188	5.0	632.74	11.22	19.4	0.363	3.7519937	3.049	0.2825	1.5978126876758247	0.8	2	2	4	0.6321711919587825	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
372	B	6	3	II	638.34	12.34	18.3	0.288	3.7937857999999998	3.629	0.225	0.2	1	0.0	5.0	625.18	11.055	18.8	0.433	4.2200074	3.796	0.3037	2.104993761796616	0.7	2	2	2	0.3199078665344381	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
373	B	6	4	II	506.46	8.995	21.9	0.394	4.6190438	5.192	0.6365	0.0	1	0.0	5.0	498.6	7.105	18.8	0.326	1.6951011	4.856	0.5558	1.5764139590854307	1.0	1	2	1	0.20056157240272762	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
374	B	6	5	II	459.95	8.305	21.5	0.399	3.6435910000000002	6.281	0.5529	0.0	2	0.0	5.0	445.49	10.585	20.7	0.37	3.1348974999999997	4.476	0.5897	3.2458641046937036	1.0	1	1	3	0.673415789355541	5	11.88017688388067	1	1	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
375	B	6	6	II	602.7	9.265	21.6	0.387	2.3993143999999997	4.181	0.2997	0.0	1	0.0	5.0	590.27	9.27	21.0	0.383	2.1883792	4.793	0.2801	2.105815982516486	0.8	2	1	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
376	B	6	7	II	571.1	10.185	20.4	0.34	3.112284	3.977	0.3847	0.0	1	0.0	5.0	558.31	9.965	21.4	0.433	3.0705507	3.256	0.3771	2.2908420053375504	0.8	3	4	0	0.0	0	0.0	1	3	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
377	B	6	8	II	670.37	8.35	21.9	0.361	4.9254114	5.157	0.5519	0.0	1	0.0	5.0	656.5	7.67	22.0	0.319	2.2412354999999997	3.387	0.2354	2.112718964204113	0.9	1	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
378	B	6	9	II	611.89	9.45	22.2	0.384	3.1066882000000002	2.979	0.2911	0.0	1	0.0	5.0	601.87	9.81	22.4	0.347	3.1294438	3.505	0.476	1.664811337996574	0.9	2	1	0	0.0	0	0.0	1	2	4	1.09	0.08	8	5.656854249492381	2	1	5	6	2	36.78958333333333	0.1010972456481369
